id,timestamp,sensor,scene_id,region,sub_region,class,detection_confidence,slick_confidence,area_km2,age_estimate_hours,centroid_lat,centroid_lon,polygon_wkt,hitl_reviewed
SLK-0046,2019-07-18T04:14:33Z,Sentinel-1B,Sentinel1B_20190718_041433_794,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.946,0.928,2.037,10.6,32.79205,32.31396,"POLYGON((32.32203 32.79198, 32.31948 32.79698, 32.31257 32.79748, 32.30605 32.79562, 32.30389 32.78883, 32.31274 32.78281, 32.31805 32.78675, 32.32203 32.79198))",True
SLK-0038,2019-07-21T04:12:33Z,Sentinel-1B,Sentinel1B_20190721_041233_545,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.72,0.689,4.428,23.6,34.65577,30.59206,"POLYGON((30.60282 34.65638, 30.6003 34.66238, 30.59135 34.66331, 30.58147 34.66096, 30.58101 34.65011, 30.58958 34.6477, 30.60019 34.64604, 30.60282 34.65638))",True
SLK-0073,2019-07-26T04:09:59Z,Sentinel-1A,Sentinel1A_20190726_040959_794,Eastern Mediterranean Sea,full_coverage,recent_vessel,0.866,0.636,12.282,17.8,35.57882,33.16634,"POLYGON((33.19401 35.57781, 33.18083 35.59127, 33.15977 35.59706, 33.14737 35.58877, 33.15242 35.5721, 33.16126 35.56252, 33.18324 35.56512, 33.19401 35.57781))",False
SLK-0117,2019-07-26T04:12:51Z,Sentinel-1A,Sentinel1A_20190726_041251_213,Eastern Mediterranean Sea,dense_oil_zone,ambiguous,0.796,0.35,0.967,82.2,32.96506,32.71593,"POLYGON((32.72249 32.96547, 32.7191 32.97068, 32.71252 32.96974, 32.71157 32.96542, 32.71244 32.96007, 32.71866 32.96014, 32.72249 32.96547))",False
SLK-0028,2019-07-26T04:13:08Z,Sentinel-1A,Sentinel1A_20190726_041308_966,Eastern Mediterranean Sea,dense_oil_zone,infrastructure,0.931,0.934,20.197,81.4,33.15164,34.30018,"POLYGON((34.33159 33.14986, 34.31575 33.16782, 34.29429 33.18035, 34.27826 33.15932, 34.27528 33.1449, 34.29202 33.12646, 34.31896 33.13353, 34.33159 33.14986))",True
SLK-0103,2019-07-26T04:14:24Z,Sentinel-1A,Sentinel1A_20190726_041424_530,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.719,0.919,16.878,75.0,33.70552,33.28845,"POLYGON((33.31715 33.70262, 33.30473 33.72217, 33.28487 33.73013, 33.26848 33.71191, 33.26705 33.69493, 33.28329 33.68674, 33.30339 33.68578, 33.31715 33.70262))",False
SLK-0125,2019-08-01T16:36:15Z,Sentinel-1A,Sentinel1A_20190801_163615_561,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.823,0.491,5.471,74.3,33.98233,34.60128,"POLYGON((34.61367 33.98147, 34.60902 33.99185, 34.59517 33.99207, 34.58686 33.98169, 34.59414 33.97029, 34.61048 33.96998, 34.61367 33.98147))",False
SLK-0116,2019-08-06T04:15:08Z,Sentinel-1A,Sentinel1A_20190806_041508_179,Eastern Mediterranean Sea,dense_oil_zone,old_vessel,0.816,0.846,19.165,72.1,32.49706,34.68517,"POLYGON((34.7149 32.49477, 34.704 32.52086, 34.66759 32.51746, 34.66411 32.49891, 34.67538 32.47986, 34.70393 32.47569, 34.7149 32.49477))",False
SLK-0093,2019-08-09T04:13:27Z,Sentinel-1B,Sentinel1B_20190809_041327_102,Eastern Mediterranean Sea,dense_oil_zone,infrastructure,0.763,0.965,19.937,95.6,32.13671,32.26876,"POLYGON((32.30135 32.13677, 32.28185 32.15093, 32.25322 32.15635, 32.23524 32.13465, 32.25653 32.12103, 32.28528 32.11895, 32.30135 32.13677))",False
SLK-0126,2019-08-13T16:36:50Z,Sentinel-1A,Sentinel1A_20190813_163650_235,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.988,0.99,4.894,73.1,35.80611,31.05438,"POLYGON((31.06474 35.80683, 31.06198 35.81341, 31.05432 35.81892, 31.04536 35.81196, 31.04283 35.8061, 31.04492 35.80025, 31.05529 35.79726, 31.06203 35.79931, 31.06474 35.80683))",False
SLK-0076,2019-08-13T16:38:49Z,Sentinel-1A,Sentinel1A_20190813_163849_864,Eastern Mediterranean Sea,dense_oil_zone,infrastructure,0.919,0.773,1.051,87.5,31.36678,33.1558,"POLYGON((33.16238 31.36597, 33.16171 31.36995, 33.15717 31.37265, 33.15311 31.37018, 33.15067 31.36778, 33.14911 31.36455, 33.15342 31.36369, 33.15603 31.36116, 33.16086 31.36349, 33.16238 31.36597))",True
SLK-0037,2019-08-13T16:40:59Z,Sentinel-1A,Sentinel1A_20190813_164059_771,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.956,0.803,0.238,20.6,33.98192,31.06184,"POLYGON((31.06444 33.98175, 31.06423 33.98363, 31.06264 33.9841, 31.06036 33.9838, 31.05926 33.98274, 31.05873 33.98093, 31.06024 33.97963, 31.06232 33.97918, 31.06431 33.98024, 31.06444 33.98175))",False
SLK-0089,2019-08-13T16:41:00Z,Sentinel-1A,Sentinel1A_20190813_164100_604,Eastern Mediterranean Sea,full_coverage,recent_vessel,0.896,0.943,21.521,57.7,34.38828,29.19588,"POLYGON((29.22916 34.39099, 29.21203 34.40217, 29.19167 34.41525, 29.17408 34.41124, 29.17581 34.38827, 29.17576 34.37161, 29.19727 34.36057, 29.21879 34.36562, 29.22916 34.39099))",False
SLK-0049,2019-08-18T16:36:58Z,Sentinel-1B,Sentinel1B_20190818_163658_547,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.727,0.643,11.85,24.2,34.38794,27.62101,"POLYGON((27.63934 34.38968, 27.63311 34.40079, 27.62173 34.40286, 27.60544 34.40087, 27.59616 34.38669, 27.60227 34.37496, 27.61762 34.36909, 27.63446 34.37587, 27.63934 34.38968))",False
SLK-0119,2019-08-18T16:40:21Z,Sentinel-1B,Sentinel1B_20190818_164021_722,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.889,0.366,4.968,46.7,32.53472,31.7866,"POLYGON((31.80024 32.53551, 31.79416 32.54015, 31.78942 32.54317, 31.7772 32.54634, 31.77147 32.53921, 31.77588 32.53057, 31.78101 32.52385, 31.78927 32.52357, 31.79662 32.52851, 31.80024 32.53551))",False
SLK-0083,2019-08-23T16:36:21Z,Sentinel-1A,Sentinel1A_20190823_163621_268,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.938,0.95,5.614,88.5,32.75752,34.58288,"POLYGON((34.59375 32.75619, 34.58768 32.76695, 34.57417 32.76886, 34.56833 32.75795, 34.57404 32.74475, 34.59089 32.74501, 34.59375 32.75619))",False
SLK-0031,2019-08-23T16:36:26Z,Sentinel-1A,Sentinel1A_20190823_163626_105,Eastern Mediterranean Sea,dense_oil_zone,old_vessel,0.738,0.551,16.695,89.1,32.32578,31.19806,"POLYGON((31.21841 32.32732, 31.21531 32.34316, 31.19948 32.35235, 31.18424 32.34072, 31.17324 32.32263, 31.17959 32.31363, 31.1998 32.30638, 31.21226 32.31521, 31.21841 32.32732))",False
SLK-0098,2019-08-28T16:37:02Z,Sentinel-1B,Sentinel1B_20190828_163702_103,Eastern Mediterranean Sea,dense_oil_zone,old_vessel,0.98,0.752,9.261,3.5,33.60161,34.49159,"POLYGON((34.50466 33.60204, 34.5031 33.61904, 34.4784 33.61637, 34.47504 33.60035, 34.4804 33.58391, 34.49918 33.59098, 34.50466 33.60204))",True
SLK-0058,2019-08-28T16:39:10Z,Sentinel-1B,Sentinel1B_20190828_163910_658,Eastern Mediterranean Sea,full_coverage,recent_vessel,0.724,0.719,5.549,90.5,34.87531,34.93287,"POLYGON((34.95019 34.87564, 34.94348 34.88688, 34.92513 34.88389, 34.92079 34.87433, 34.92557 34.86215, 34.94273 34.8621, 34.95019 34.87564))",False
SLK-0077,2019-09-01T04:12:05Z,Sentinel-1B,Sentinel1B_20190901_041205_113,Eastern Mediterranean Sea,full_coverage,old_vessel,0.982,0.534,9.904,22.3,31.95513,29.02338,"POLYGON((29.04452 31.95534, 29.04178 31.96716, 29.02278 31.97279, 29.00564 31.96863, 28.99993 31.95689, 29.00679 31.94397, 29.02213 31.93487, 29.04038 31.9407, 29.04452 31.95534))",False
SLK-0101,2019-09-01T04:13:15Z,Sentinel-1B,Sentinel1B_20190901_041315_234,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.887,0.78,18.039,42.4,32.64165,30.77282,"POLYGON((30.80559 32.64422, 30.78773 32.65376, 30.76145 32.66689, 30.75185 32.64903, 30.74727 32.63069, 30.7693 32.62453, 30.78803 32.62412, 30.80559 32.64422))",True
SLK-0115,2019-09-07T04:13:05Z,Sentinel-1B,Sentinel1B_20190907_041305_601,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.879,0.426,7.628,29.1,32.27049,30.11497,"POLYGON((30.13317 32.2716, 30.12349 32.28316, 30.10758 32.28278, 30.09822 32.26892, 30.10981 32.26057, 30.12358 32.26019, 30.13317 32.2716))",True
SLK-0060,2019-09-07T04:13:31Z,Sentinel-1B,Sentinel1B_20190907_041331_629,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.951,0.757,20.924,24.8,31.81113,30.39113,"POLYGON((30.41877 31.81422, 30.4113 31.82712, 30.39695 31.83945, 30.37788 31.82952, 30.3632 31.8179, 30.36742 31.80491, 30.37716 31.78657, 30.39931 31.78417, 30.41338 31.79759, 30.41877 31.81422))",True
SLK-0096,2019-09-10T04:11:02Z,Sentinel-1A,Sentinel1A_20190910_041102_578,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.765,0.547,3.211,48.9,32.27983,30.24982,"POLYGON((30.25936 32.27869, 30.25471 32.28662, 30.24803 32.28666, 30.24313 32.28298, 30.24151 32.27611, 30.24898 32.27337, 30.25513 32.27489, 30.25936 32.27869))",False
SLK-0029,2019-09-10T04:13:12Z,Sentinel-1A,Sentinel1A_20190910_041312_919,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.716,0.745,17.026,76.0,36.01511,35.28738,"POLYGON((35.32048 36.01119, 35.30297 36.02741, 35.27649 36.03998, 35.26075 36.02911, 35.25745 36.00595, 35.28387 35.99152, 35.29858 36.00316, 35.32048 36.01119))",True
SLK-0088,2019-09-15T16:37:48Z,Sentinel-1B,Sentinel1B_20190915_163748_355,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.95,0.779,11.913,45.8,34.28467,30.15592,"POLYGON((30.1768 34.2822, 30.1752 34.29975, 30.15367 34.30497, 30.13627 34.29217, 30.14211 34.27701, 30.14987 34.26268, 30.17183 34.27129, 30.1768 34.2822))",False
SLK-0067,2019-09-15T16:40:38Z,Sentinel-1B,Sentinel1B_20190915_164038_663,Eastern Mediterranean Sea,full_coverage,natural_seep,0.887,0.598,16.0,78.9,35.79392,27.70936,"POLYGON((27.73486 35.79631, 27.72496 35.81195, 27.70671 35.81025, 27.68214 35.80511, 27.6903 35.78776, 27.70458 35.77006, 27.72541 35.77266, 27.73486 35.79631))",False
SLK-0051,2019-09-22T04:13:04Z,Sentinel-1B,Sentinel1B_20190922_041304_939,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.901,0.623,4.489,9.5,35.35498,34.70182,"POLYGON((34.71427 35.35455, 34.71242 35.36338, 34.70418 35.36416, 34.69579 35.3658, 34.68991 35.35807, 34.68747 35.35241, 34.69757 35.34627, 34.70512 35.34367, 34.71039 35.35061, 34.71427 35.35455))",False
SLK-0054,2019-09-27T04:10:33Z,Sentinel-1B,Sentinel1B_20190927_041033_803,Eastern Mediterranean Sea,full_coverage,ambiguous,0.974,0.557,9.588,46.8,36.10113,32.18375,"POLYGON((32.20886 36.10014, 32.19678 36.10971, 32.18503 36.11858, 32.17491 36.11686, 32.162 36.10816, 32.16453 36.09663, 32.1782 36.09087, 32.18696 36.08278, 32.19541 36.09502, 32.20886 36.10014))",False
SLK-0032,2019-10-01T04:10:10Z,Sentinel-1A,Sentinel1A_20191001_041010_414,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.883,0.99,4.732,10.7,32.44629,34.4421,"POLYGON((34.45843 32.44754, 34.44914 32.45896, 34.43387 32.45598, 34.42811 32.44678, 34.43584 32.43573, 34.44919 32.43432, 34.45843 32.44754))",False
SLK-0036,2019-10-01T04:13:05Z,Sentinel-1A,Sentinel1A_20191001_041305_102,Eastern Mediterranean Sea,full_coverage,old_vessel,0.849,0.869,17.566,22.3,34.11717,28.11386,"POLYGON((28.14241 34.11879, 28.1319 34.13952, 28.09843 34.13955, 28.08475 34.11942, 28.09706 34.09828, 28.12877 34.09316, 28.14241 34.11879))",False
SLK-0092,2019-10-04T04:15:30Z,Sentinel-1B,Sentinel1B_20191004_041530_747,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.939,0.61,0.197,58.5,31.79621,30.41953,"POLYGON((30.42258 31.79644, 30.42172 31.79786, 30.41985 31.79784, 30.41768 31.79829, 30.41687 31.79692, 30.41779 31.79556, 30.41848 31.79487, 30.41971 31.79436, 30.42213 31.79448, 30.42258 31.79644))",True
SLK-0078,2019-10-08T16:35:30Z,Sentinel-1A,Sentinel1A_20191008_163530_587,Eastern Mediterranean Sea,full_coverage,recent_vessel,0.892,0.843,8.036,62.8,35.27297,32.26257,"POLYGON((32.28125 35.27317, 32.27087 35.28159, 32.26063 35.28886, 32.24551 35.28338, 32.24698 35.27485, 32.25378 35.2642, 32.26378 35.25907, 32.27123 35.26534, 32.28125 35.27317))",False
SLK-0084,2019-10-08T16:38:44Z,Sentinel-1A,Sentinel1A_20191008_163844_360,Eastern Mediterranean Sea,dense_oil_zone,old_vessel,0.87,0.421,0.399,12.3,34.25334,31.41078,"POLYGON((31.41448 34.25362, 31.41274 34.25717, 31.40817 34.25629, 31.4061 34.25363, 31.40886 34.24967, 31.41296 34.25096, 31.41448 34.25362))",True
SLK-0068,2019-10-18T04:14:46Z,Sentinel-1A,Sentinel1A_20191018_041446_115,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.975,0.654,20.13,42.7,32.11,31.42938,"POLYGON((31.46279 32.11307, 31.45439 32.12959, 31.4292 32.13292, 31.40421 32.1298, 31.40895 32.11261, 31.41045 32.08872, 31.42713 32.08085, 31.45115 32.09566, 31.46279 32.11307))",False
SLK-0104,2019-10-22T16:36:49Z,Sentinel-1B,Sentinel1B_20191022_163649_137,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.722,0.711,6.778,26.9,32.66859,31.01721,"POLYGON((31.03415 32.66735, 31.02741 32.67547, 31.01571 32.68199, 31.00572 32.67958, 31.00304 32.66935, 31.00452 32.65995, 31.01571 32.65774, 31.02857 32.65589, 31.03415 32.66735))",False
SLK-0124,2019-10-27T04:11:35Z,Sentinel-1A,Sentinel1A_20191027_041135_925,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.973,0.952,8.242,13.2,31.92173,31.97924,"POLYGON((31.99473 31.92176, 31.9893 31.9384, 31.97279 31.93308, 31.96234 31.92373, 31.97008 31.90454, 31.98713 31.91008, 31.99473 31.92176))",True
SLK-0120,2019-10-27T04:15:05Z,Sentinel-1A,Sentinel1A_20191027_041505_664,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.782,0.757,10.729,91.3,33.30288,32.23716,"POLYGON((32.25745 33.30343, 32.25388 33.31585, 32.2387 33.32027, 32.22534 33.31623, 32.21943 33.3034, 32.22147 33.29092, 32.23631 33.29034, 32.24889 33.29011, 32.25745 33.30343))",False
SLK-0048,2019-11-05T16:37:02Z,Sentinel-1B,Sentinel1B_20191105_163702_811,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.903,0.866,18.242,12.1,32.30254,31.78955,"POLYGON((31.81715 32.30011, 31.80523 32.31113, 31.79183 32.3273, 31.77758 32.32711, 31.77041 32.30791, 31.76355 32.29165, 31.77707 32.27695, 31.79419 32.28391, 31.80733 32.28869, 31.81715 32.30011))",True
SLK-0050,2019-11-05T16:37:20Z,Sentinel-1B,Sentinel1B_20191105_163720_425,Eastern Mediterranean Sea,full_coverage,natural_seep,0.838,0.524,19.739,81.7,36.24858,34.74494,"POLYGON((34.77361 36.24864, 34.7603 36.26873, 34.74246 36.26771, 34.71993 36.25872, 34.71379 36.23798, 34.74315 36.23133, 34.76102 36.23645, 34.77361 36.24864))",True
SLK-0082,2019-11-05T16:39:39Z,Sentinel-1B,Sentinel1B_20191105_163939_636,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.722,0.738,13.373,79.5,33.48658,34.81212,"POLYGON((34.83339 33.48405, 34.82956 33.50463, 34.803 33.50842, 34.7898 33.49325, 34.78738 33.47709, 34.8065 33.46772, 34.82197 33.47274, 34.83339 33.48405))",True
SLK-0108,2019-11-09T04:09:50Z,Sentinel-1B,Sentinel1B_20191109_040950_964,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.794,0.748,9.812,43.4,32.35607,31.07904,"POLYGON((31.09527 32.35733, 31.09334 32.36432, 31.08286 32.36921, 31.07048 32.36735, 31.05905 32.3649, 31.06129 32.35113, 31.0689 32.34384, 31.08218 32.34235, 31.09112 32.34911, 31.09527 32.35733))",True
SLK-0021,2019-11-09T04:12:37Z,Sentinel-1B,Sentinel1B_20191109_041237_243,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.947,0.763,2.576,40.9,33.68198,31.46374,"POLYGON((31.47438 33.68268, 31.46782 33.68945, 31.45997 33.68771, 31.45175 33.68232, 31.45841 33.67575, 31.46726 33.67688, 31.47438 33.68268))",True
SLK-0109,2019-11-12T04:13:08Z,Sentinel-1A,Sentinel1A_20191112_041308_242,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.733,0.904,5.637,17.6,32.1165,30.29165,"POLYGON((30.30742 32.11838, 30.29897 32.12449, 30.28759 32.12642, 30.2754 32.12388, 30.27902 32.11193, 30.28981 32.10752, 30.30065 32.10772, 30.30742 32.11838))",False
SLK-0011,2019-11-12T04:14:18Z,Sentinel-1A,Sentinel1A_20191112_041418_344,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.756,0.87,19.633,62.4,35.22038,31.4906,"POLYGON((31.51198 35.22034, 31.50957 35.24403, 31.48415 35.23952, 31.46188 35.23468, 31.47152 35.21298, 31.48808 35.19523, 31.51503 35.20009, 31.51198 35.22034))",False
SLK-0041,2019-11-16T04:11:59Z,Sentinel-1A,Sentinel1A_20191116_041159_402,Eastern Mediterranean Sea,dense_oil_zone,old_vessel,0.938,0.33,6.641,6.9,34.43283,33.80731,"POLYGON((33.82788 34.43243, 33.81703 34.44238, 33.80713 34.44469, 33.79189 34.44249, 33.78729 34.43425, 33.80009 34.42477, 33.80612 34.41701, 33.81469 34.42516, 33.82788 34.43243))",False
SLK-0085,2019-11-16T04:14:29Z,Sentinel-1A,Sentinel1A_20191116_041429_187,Eastern Mediterranean Sea,full_coverage,infrastructure,0.848,0.912,19.805,57.9,36.10513,30.6128,"POLYGON((30.64401 36.10783, 30.63365 36.11717, 30.61827 36.12834, 30.60077 36.12238, 30.5937 36.11087, 30.58207 36.09304, 30.59752 36.08345, 30.62203 36.08239, 30.63217 36.09, 30.64401 36.10783))",True
SLK-0075,2019-11-22T16:35:38Z,Sentinel-1B,Sentinel1B_20191122_163538_768,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.923,0.669,15.906,62.4,34.10353,29.17108,"POLYGON((29.19149 34.10391, 29.18314 34.11954, 29.16287 34.12712, 29.14606 34.11497, 29.15181 34.09423, 29.16475 34.08871, 29.18034 34.0904, 29.19149 34.10391))",False
SLK-0069,2019-11-28T16:35:35Z,Sentinel-1A,Sentinel1A_20191128_163535_892,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.772,0.781,0.631,80.6,35.47481,33.499,"POLYGON((33.5035 35.47435, 33.50314 35.47825, 33.49945 35.47945, 33.49465 35.4776, 33.49433 35.47459, 33.49585 35.47144, 33.49951 35.4712, 33.50259 35.47186, 33.5035 35.47435))",True
SLK-0013,2019-11-28T16:36:43Z,Sentinel-1A,Sentinel1A_20191128_163643_412,Eastern Mediterranean Sea,full_coverage,recent_vessel,0.966,0.573,9.669,10.0,33.1086,28.65636,"POLYGON((28.67133 33.10743, 28.66703 33.11925, 28.6586 33.12631, 28.64238 33.11749, 28.63323 33.10609, 28.64274 33.09859, 28.65614 33.09299, 28.67186 33.09482, 28.67133 33.10743))",False
SLK-0025,2019-11-28T16:40:07Z,Sentinel-1A,Sentinel1A_20191128_164007_264,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.796,0.73,10.453,88.3,32.49525,34.63835,"POLYGON((34.65978 32.49333, 34.64673 32.50756, 34.62674 32.50857, 34.6199 32.49575, 34.62873 32.4782, 34.64716 32.48119, 34.65978 32.49333))",False
SLK-0042,2019-11-28T16:40:51Z,Sentinel-1A,Sentinel1A_20191128_164051_333,Eastern Mediterranean Sea,full_coverage,natural_seep,0.778,0.468,20.777,42.0,35.48251,28.601,"POLYGON((28.63589 35.4808, 28.61432 35.49624, 28.59108 35.50483, 28.57208 35.49063, 28.57176 35.47234, 28.59536 35.46564, 28.6144 35.46678, 28.63589 35.4808))",True
SLK-0112,2019-12-09T04:10:59Z,Sentinel-1B,Sentinel1B_20191209_041059_930,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.713,0.686,16.049,35.1,32.14671,33.54037,"POLYGON((33.56613 32.14344, 33.55706 32.15689, 33.54329 32.16122, 33.52108 32.16741, 33.51707 32.15378, 33.52096 32.14051, 33.53104 32.13062, 33.54754 32.12179, 33.5537 32.13527, 33.56613 32.14344))",True
SLK-0017,2019-12-09T04:14:39Z,Sentinel-1B,Sentinel1B_20191209_041439_994,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.988,0.972,3.839,58.1,32.43131,31.06272,"POLYGON((31.0753 32.4328, 31.0686 32.44047, 31.05628 32.43905, 31.05259 32.43008, 31.0569 32.42054, 31.06871 32.42184, 31.0753 32.4328))",True
SLK-0072,2019-12-14T16:39:54Z,Sentinel-1B,Sentinel1B_20191214_163954_809,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.849,0.717,0.094,51.5,31.74731,32.60959,"POLYGON((32.61183 31.74709, 32.6114 31.74834, 32.60985 31.74847, 32.60849 31.74899, 32.60776 31.74788, 32.60817 31.74704, 32.60853 31.7457, 32.60966 31.74591, 32.61102 31.74604, 32.61183 31.74709))",True
SLK-0022,2019-12-14T16:40:02Z,Sentinel-1B,Sentinel1B_20191214_164002_686,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.867,0.849,15.226,8.5,32.29295,32.3421,"POLYGON((32.36202 32.29052, 32.35796 32.30461, 32.34101 32.30885, 32.32347 32.30689, 32.31617 32.29387, 32.32192 32.27608, 32.34077 32.27882, 32.35323 32.28209, 32.36202 32.29052))",False
SLK-0094,2019-12-14T16:41:32Z,Sentinel-1B,Sentinel1B_20191214_164132_970,Eastern Mediterranean Sea,full_coverage,coincident_vessel,0.793,0.663,9.651,10.0,36.17013,32.12136,"POLYGON((32.14145 36.16843, 32.13243 36.18374, 32.11293 36.18834, 32.10468 36.17755, 32.10718 36.16569, 32.11699 36.15724, 32.1337 36.15802, 32.14145 36.16843))",False
SLK-0099,2019-12-17T04:10:15Z,Sentinel-1A,Sentinel1A_20191217_041015_578,Eastern Mediterranean Sea,dense_oil_zone,infrastructure,0.907,0.747,9.216,25.2,33.2763,34.158,"POLYGON((34.17697 33.2773, 34.16826 33.2848, 34.15279 33.28986, 34.14579 33.28019, 34.14114 33.27073, 34.15484 33.25908, 34.16958 33.26153, 34.17697 33.2773))",True
SLK-0005,2019-12-17T04:13:59Z,Sentinel-1A,Sentinel1A_20191217_041359_545,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.97,0.698,5.173,22.1,34.4475,34.03081,"POLYGON((34.046 34.44684, 34.04045 34.4567, 34.02887 34.45956, 34.01644 34.45172, 34.01941 34.44366, 34.02734 34.43748, 34.03819 34.44122, 34.046 34.44684))",True
SLK-0016,2019-12-17T04:14:44Z,Sentinel-1A,Sentinel1A_20191217_041444_509,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.749,0.76,9.575,80.5,33.29288,34.7367,"POLYGON((34.75674 33.2909, 34.74751 33.31023, 34.72971 33.30248, 34.7151 33.29131, 34.7268 33.27442, 34.74465 33.28245, 34.75674 33.2909))",False
SLK-0081,2019-12-21T16:38:30Z,Sentinel-1A,Sentinel1A_20191221_163830_681,Eastern Mediterranean Sea,dense_oil_zone,recent_vessel,0.802,0.808,14.468,42.1,32.8501,30.14007,"POLYGON((30.16121 32.85051, 30.15732 32.86415, 30.13831 32.86382, 30.12469 32.86653, 30.12056 32.85197, 30.12735 32.84173, 30.13628 32.82676, 30.15729 32.83139, 30.16121 32.85051))",False
SLK-0095,2019-12-25T16:37:59Z,Sentinel-1A,Sentinel1A_20191225_163759_345,Eastern Mediterranean Sea,dense_oil_zone,natural_seep,0.706,0.66,13.631,84.0,31.77955,31.36285,"POLYGON((31.38241 31.77746, 31.37516 31.79017, 31.36068 31.80221, 31.34245 31.78598, 31.34676 31.77342, 31.35897 31.76199, 31.3742 31.76704, 31.38241 31.77746))",False
SLK-0023,2019-12-28T16:35:47Z,Sentinel-1A,Sentinel1A_20191228_163547_537,Eastern Mediterranean Sea,dense_oil_zone,coincident_vessel,0.975,0.842,19.573,16.2,31.61079,30.62772,"POLYGON((30.64981 31.61303, 30.64118 31.62256, 30.63012 31.62749, 30.61347 31.62441, 30.59931 31.61236, 30.61464 31.59788, 30.6273 31.59072, 30.64772 31.59491, 30.64981 31.61303))",False
